X,Y,Z,roll,pitch,yaw,img,path,camID
177013.8896,2535897.7009,46.6784,-86.06631193,-1.8066870330000002,-94.422875674,200721_015949051_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177010.2935,2535899.4444,46.686,-85.688286729,-2.28774848,-71.513480975,200721_015950051_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177006.3077,2535899.6705,46.657,-86.252715174,-2.329588822,-51.132788541000004,200721_015951051_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177002.2504,2535898.466,46.6487,-86.10422359299999,-2.086376916,-35.924498214,200721_015952051_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
176998.3716,2535896.1503,46.6521,-86.21565246600001,-2.152764169,-21.095484398,200721_015953052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
176995.1532,2535892.7907,46.6651,-86.01198024799999,-2.27136678,-4.408555272,200721_015954052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
176993.1123,2535888.5706,46.652,-86.001972154,-2.0335583369999997,17.451233552999998,200721_015955052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
176992.901,2535883.7788,46.6407,-85.652775237,-1.264423463,38.397094684,200721_015956052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
176994.1932,2535879.0442,46.6452,-85.457801325,-0.801468333,47.503382853999994,200721_015957052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
176996.0548,2535874.3135,46.6392,-85.961014101,-1.088810105,49.870207238,200721_015958052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
176998.2549,2535869.2158,46.6463,-86.258063245,-1.391652718,51.057645988999994,200721_015959052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177000.7423,2535863.7454,46.685,-85.652706483,-1.4646964340000002,51.602480213999996,200721_020000052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177003.3816,2535858.0193,46.6714,-85.784847667,-1.657859499,51.70461697,200721_020001052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177006.1453,2535852.0926,46.6528,-86.096665065,-1.1778708820000001,51.738501035,200721_020002052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177008.8707,2535846.1548,46.6987,-85.70135123600001,-1.6806785530000001,51.503531596,200721_020003052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177011.644,2535840.1261,46.6845,-85.864023067,-1.233242591,51.591803283999994,200721_020004052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177014.5628,2535833.8127,46.6834,-85.749339115,-1.625390633,51.823691763,200721_020005052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177017.6007,2535827.347,46.6955,-84.70961624600001,-1.3874412459999999,52.046619416999995,200721_020006052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177020.6802,2535820.8485,46.6286,-85.254938395,-0.396490457,51.730827156000004,200721_020007052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177023.6899,2535814.4064,46.6273,-85.29622286,-0.39013706299999995,51.656430433999994,200721_020008052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177026.624,2535808.0178,46.6242,-85.51318983,-0.5537821820000001,51.345437401000005,200721_020009053_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177029.4723,2535801.7867,46.6237,-85.383980675,-0.677791648,51.141670123999994,200721_020010055_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177032.2499,2535795.5532,46.6224,-85.78792183899999,-1.197497015,50.985025262,200721_020011058_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177035.1085,2535789.2047,46.6393,-85.733770038,-1.190795302,51.130015578000005,200721_020012061_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177037.9845,2535782.8245,46.648,-85.55795080899999,-1.357626525,50.691635341,200721_020013063_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177040.7344,2535776.5808,46.6467,-85.538216113,-1.050959467,50.349022111000004,200721_020014063_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177043.3575,2535770.4703,46.629,-86.065259023,-1.8759987059999998,51.215523056,200721_020015062_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177046.2458,2535764.6358,46.6185,-85.96052443399999,-1.3982998469999999,59.157348621000004,200721_020016059_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177049.9493,2535759.6701,46.6472,-85.645546452,-2.2090620569999997,75.745930694,200721_020017057_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177054.2901,2535756.5563,46.648,-85.682307772,-2.157468219,96.219144175,200721_020018056_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177059.0997,2535755.3576,46.6141,-85.992443999,-1.788542989,118.035009505,200721_020019055_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177063.8053,2535755.8304,46.6201,-85.890615212,-2.043585694,133.75690711,200721_020020055_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177068.0781,2535757.4257,46.6139,-85.927278445,-2.017551961,148.19483002200002,200721_020021054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177071.6142,2535760.0487,46.6332,-85.903017186,-1.503208701,169.872592485,200721_020022054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177073.8047,2535763.7116,46.6398,-86.04764402,-1.416371078,-166.114816779,200721_020023054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177074.3201,2535767.9418,46.6604,-85.511088718,-1.668746714,-143.978331981,200721_020024053_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177073.2067,2535772.4324,46.6206,-85.86278470100001,-1.050490434,-131.057524416,200721_020025053_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177071.1287,2535777.2351,46.6221,-85.79591906600001,-1.07332964,-128.326035878,200721_020026052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177068.6788,2535782.4721,46.6327,-86.11642186,-0.912271394,-127.667191732,200721_020027052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177066.0104,2535787.9981,46.6828,-85.43577649,-0.39745067799999995,-127.59340179200001,200721_020028051_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177063.2045,2535793.8843,46.6633,-85.270311713,-1.1775803809999998,-127.82933771299999,200721_020029051_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177060.3681,2535799.8789,46.6385,-85.636528769,-0.829239517,-128.06647364100002,200721_020030051_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177057.387,2535806.2803,46.6385,-85.713220124,-0.936402043,-128.36196002399998,200721_020031051_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177054.2631,2535813.0414,46.6482,-85.71439699300001,-0.874640922,-128.30734417600002,200721_020032051_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177051.0158,2535820.0355,46.628,-85.639518646,-0.782115302,-128.288537485,200721_020033052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177047.7016,2535827.238,46.6543,-85.648826275,-0.9439367879999999,-128.636753755,200721_020034053_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177044.405,2535834.4451,46.6555,-85.528858346,-0.813572355,-128.72066061200002,200721_020035052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177041.2306,2535841.3976,46.6484,-85.374528728,-0.9249521,-128.720504056,200721_020036052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177038.213,2535848.0171,46.6389,-85.412750655,-0.869301675,-128.537541932,200721_020037052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177035.2592,2535854.433,46.6398,-85.482501947,-0.901898073,-128.44886039600001,200721_020038053_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177032.2651,2535860.954,46.6537,-86.099937521,-0.562153225,-128.80757636,200721_020039054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177029.2755,2535867.5463,46.7329,-85.041206683,-0.603045545,-129.076924118,200721_020040054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177026.4085,2535873.9593,46.6843,-85.19048071,-0.7858193920000001,-129.29838154200002,200721_020041054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177023.7591,2535879.9528,46.6646,-85.32369660399999,-1.23110311,-129.316614941,200721_020042053_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177021.3565,2535885.3953,46.6651,-85.49099723399999,-1.247218948,-129.126002114,200721_020043052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177019.1697,2535890.2435,46.6629,-85.50252288600001,-1.35378935,-126.435292765,200721_020044052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177017.0611,2535894.1724,46.6542,-85.91797076600001,-1.229737656,-116.058158518,200721_020045052_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance005/200721_015948/Camera2,2
177006.5419,2535862.0943,46.732,-89.951174772,2.3474403109999997,-55.051536747,200721_023252055_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177005.5208,2535860.2814,46.7353,-89.542393346,1.854568616,-28.402532243000003,200721_023253055_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177005.4461,2535858.2205,46.7209,-89.928297323,2.0566133719999997,-1.589011455,200721_023254054_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177006.2227,2535856.4698,46.7166,-90.235876047,2.3611119940000003,23.414105098,200721_023255054_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177007.5813,2535855.2775,46.713,-90.06635796799999,2.614057282,46.861199991999996,200721_023256054_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177009.243,2535854.6984,46.7103,-89.76942941200001,2.213992637,69.601753316,200721_023257055_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177011.0282,2535854.8212,46.6936,-89.948365002,1.6305531480000002,92.03353850100001,200721_023258055_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177012.8765,2535855.8503,46.6888,-90.26614539,1.4171924880000002,107.02591250299999,200721_023259055_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177014.6783,2535857.6263,46.703,-90.51221323600001,1.8264459290000001,109.618665588,200721_023300055_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177016.8584,2535859.8,46.7216,-90.69521305200001,2.071760071,102.76125693600001,200721_023301055_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177019.7417,2535861.9714,46.7428,-90.30866213,2.3417477780000002,93.54346756,200721_023302055_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177023.2325,2535863.8089,46.7394,-90.32497382700001,2.56540748,88.880526857,200721_023303054_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177027.0572,2535865.5487,46.7257,-90.378469325,2.6058244680000002,88.236582216,200721_023304054_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177031.4203,2535867.4965,46.6983,-90.77845438700001,1.7928108059999999,88.399231634,200721_023305054_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177036.0921,2535869.6104,46.7547,-90.035444845,1.894489765,88.47171375100001,200721_023306054_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177040.8342,2535871.7832,46.7627,-90.446954909,2.387880202,88.137356215,200721_023307054_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177045.6581,2535873.9834,46.7756,-90.801435106,2.756941789,88.207257015,200721_023308054_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177050.3924,2535876.1266,46.8135,-90.391847342,2.733417368,88.350245863,200721_023309054_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177055.016,2535878.2407,46.8283,-89.671018539,3.522450011,88.18007222799999,200721_023310054_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177059.5683,2535880.2748,46.7694,-90.633215945,3.4431253219999998,87.72043282799999,200721_023311054_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177063.8879,2535882.1639,46.7648,-90.298285335,3.339124234,86.977417586,200721_023312054_Camera_1.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera1,1
177005.4033,2535862.3023,46.629,-79.395576534,1.837571522,72.311991122,200721_023252053_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177004.4108,2535859.9562,46.6194,-80.03726465,1.8119759690000001,98.934400758,200721_023253054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177004.6027,2535857.4265,46.6133,-79.64246855100001,1.9955871180000002,125.797886029,200721_023254054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177005.7946,2535855.392,46.6178,-79.213296669,2.0548077780000003,150.840701604,200721_023255055_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177007.6165,2535854.1183,46.6154,-79.115297983,1.766514717,174.280675685,200721_023256054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177009.7223,2535853.6438,46.6028,-79.613438026,1.773476487,-163.015512975,200721_023257054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177011.8734,2535854.0301,46.5803,-79.96909425,2.26998119,-140.595343382,200721_023258054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177013.8976,2535855.305,46.5768,-79.946599975,2.652513243,-125.58959611600001,200721_023259054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177015.7237,2535857.1271,46.6004,-79.47116717,2.599034932,-122.956914951,200721_023300054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177017.8369,2535859.179,46.6252,-79.163062782,2.596219765,-129.790150724,200721_023301054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177020.6071,2535861.2009,46.6448,-79.18426701,2.12366167,-139.02404099700001,200721_023302054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177024.0329,2535862.9705,46.6448,-78.996561622,2.00262743,-143.684646169,200721_023303054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177027.8482,2535864.7013,46.6325,-78.932785041,2.018592397,-144.32551215200002,200721_023304054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177032.2143,2535866.6527,46.5991,-79.334097982,2.8309935719999997,-144.163925607,200721_023305054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177036.885,2535868.767,46.6463,-79.705782153,2.17857862,-144.131626134,200721_023306054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177041.6229,2535870.9343,46.6672,-79.065206069,2.204986104,-144.42695563200002,200721_023307054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177046.4485,2535873.1351,46.6906,-78.553802467,2.260985173,-144.320655987,200721_023308054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177051.1846,2535875.2804,46.7222,-78.822457057,1.9539591269999999,-144.207417657,200721_023309054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177055.8041,2535877.3905,46.7381,-78.633868671,0.901409935,-144.411596111,200721_023310054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177060.3519,2535879.4191,46.6918,-78.11233458699999,1.7126521590000001,-144.800730292,200721_023311054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177064.6597,2535881.2982,46.681,-78.397774006,1.509612032,-145.572055888,200721_023312054_Camera_4.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023253/Camera4,4
177006.4386,2535861.7888,46.7597,-81.873424736,-4.42697175,-127.930135922,200721_023252054_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177005.5649,2535859.9615,46.7628,-81.279274928,-4.181024936,-101.336824476,200721_023253054_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177005.6301,2535857.9548,46.7495,-81.586201627,-4.4897976669999995,-74.480513592,200721_023254054_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177006.5019,2535856.3068,46.7456,-81.96967837300001,-4.693822279,-49.43278409,200721_023255054_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177007.9025,2535855.2391,46.7404,-82.161805004,-4.457898009,-25.977337211,200721_023256054_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177009.5539,2535854.787,46.7377,-81.69160162600001,-4.29088245,-3.289597923,200721_023257054_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177011.2813,2535855.0211,46.7238,-81.183872521,-4.633898554,19.107639589,200721_023258053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177013.0686,2535856.1082,46.7211,-81.07149626,-5.000771671,34.110494964000004,200721_023259053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177014.858,2535857.8922,46.735,-81.53758053600001,-5.115236255,36.768124719,200721_023300053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177017.0679,2535860.0421,46.7536,-81.829150095,-5.220051582,29.949203986999997,200721_023301053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177019.9872,2535862.1768,46.7722,-81.97338469600001,-4.76841549,20.728836722,200721_023302053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177023.4941,2535863.994,46.7681,-82.19163906899999,-4.721076103,16.077042008,200721_023303053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177027.3205,2535865.7307,46.7546,-82.245938439,-4.756372409,15.437213168,200721_023304053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177031.6823,2535867.6787,46.7316,-81.587011348,-5.380891214,15.558057532000001,200721_023305053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177036.3542,2535869.7928,46.7843,-81.46375646,-4.639434063,15.595713357000001,200721_023306053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177041.0971,2535871.9643,46.7925,-82.056407837,-4.885431535,15.324597100999998,200721_023307053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177045.9209,2535874.1653,46.8058,-82.519490697,-5.115043025,15.451608625999999,200721_023308053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177050.6557,2535876.3094,46.8419,-82.37232901600001,-4.735394057,15.561982622,200721_023309053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177055.2804,2535878.4229,46.8509,-82.914341066,-3.812078374,15.393808579000002,200721_023310053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177059.8336,2535880.4551,46.7966,-83.12441473,-4.753707655,15.008525837999999,200721_023311053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177064.1561,2535882.3409,46.7908,-82.926493639,-4.464341468,14.229100332,200721_023312053_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera3,3
177005.782,2535862.5204,46.7062,-85.533948073,-1.3800532069999998,-2.201110814,200721_023252054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177004.6508,2535860.3215,46.7,-85.680443966,-2.004176658,24.438351932,200721_023253054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177004.6518,2535857.8625,46.6909,-85.75214836,-1.5749402190000001,51.278673075,200721_023254054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177005.6546,2535855.8087,46.6929,-85.694746248,-1.145798762,76.300057529,200721_023255054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177007.3238,2535854.4445,46.6916,-85.390577945,-1.128233735,99.743680986,200721_023256055_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177009.3273,2535853.8308,46.6815,-85.53130122399999,-1.6061846069999999,122.475732746,200721_023257055_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177011.4371,2535854.0517,46.658,-86.10414043200001,-1.8155392519999998,144.926612319,200721_023258055_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177013.4703,2535855.2129,46.6523,-86.4659755,-1.691017711,159.932962765,200721_023259055_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177015.3001,2535857.0156,46.6737,-86.2879494,-1.248300193,162.528365308,200721_023300054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177017.4027,2535859.1191,46.697,-86.202792905,-0.95372368,155.677513377,200721_023301054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177020.1696,2535861.212,46.7193,-85.753836467,-1.099464376,146.43639340299998,200721_023302054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177023.5976,2535863.0173,46.719,-85.58583818,-0.951374603,141.769101626,200721_023303054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177027.4133,2535864.753,46.7063,-85.585412604,-0.884752557,141.127156818,200721_023304054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177031.7789,2535866.7022,46.6704,-86.475186403,-1.0557222609999999,141.320400045,200721_023305054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177036.451,2535868.8164,46.7232,-85.94588380100001,-1.5870777630000001,141.356744617,200721_023306054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177041.1887,2535870.9868,46.7407,-85.800473595,-0.961969803,141.034277725,200721_023307054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177046.0136,2535873.1873,46.7611,-85.71909621399999,-0.456066773,141.119272578,200721_023308054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177050.7495,2535875.3313,46.7958,-85.492608278,-0.796538854,141.24006026,200721_023309054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177055.3701,2535877.444,46.8167,-84.428413654,-0.894455248,141.015150353,200721_023310054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177059.917,2535879.4756,46.7631,-85.071589058,-0.17634629699999999,140.620044268,200721_023311054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177064.2258,2535881.3602,46.7549,-84.952279882,-0.505534021,139.856299302,200721_023312054_Camera_2.jpg,/home/chihyu/Desktop/Camera/WhiteBalance075/200721_023257/Camera2,2
177028.0253,2535905.7005,46.6938,-82.190313773,-5.181366087,-2.506418624,200721_020745051_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance020/200721_020746/Camera3,3
177027.8913,2535905.675,46.6972,-81.98654075399999,-5.167972511,-2.139370677,200721_020746051_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance020/200721_020746/Camera3,3
177028.1404,2535905.68,46.6999,-81.943907044,-5.225334148,0.147769226,200721_020747051_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance020/200721_020746/Camera3,3
177029.0623,2535905.7933,46.6977,-82.217132015,-5.585371012,10.700497657,200721_020748051_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance020/200721_020746/Camera3,3
177030.6564,2535906.4307,46.7102,-82.764406842,-5.56390916,22.200174005999997,200721_020749051_Camera_3.jpg,/home/chihyu/Desktop/Camera/WhiteBalance020/200721_020746/Camera3,3
